"especie";"rotacao";"regiao";"fazenda";"projeto";"estrato";"talhao";"idade";"ano";"pagina";"arvore";"dap";"ht";"vol";"voltot"
"E.grandis";"1";"Salto"; 1;89; 101;  6; 3.7;92; 57602; 1; 7.32;12.81;  24.343027;2.573242e+01
"E.grandis";"1";"Salto"; 1;89; 101;  6; 3.7;92; 57704; 1; 8.59;15.84;  39.651576;4.150090e+01
"E.grandis";"1";"Salto"; 1;89; 101;  6; 3.7;92; 57807; 1;10.19;17.71;  61.841835;6.323123e+01
"E.grandis";"1";"Salto"; 1;89; 101;  6; 3.7;92; 57807; 2;10.82;17.72;  72.736659;7.370782e+01
"E.grandis";"1";"Salto"; 1;89; 101;  6; 3.7;92; 57910; 1;13.05;20.94; 128.877422;1.300642e+02
"E.grandis";"1";"Salto"; 1;89; 101;  6; 3.7;92; 57910; 2;12.73;20.40; 120.278749;1.208191e+02
"E.grandis";"1";"Salto"; 1;89; 101;  6; 3.7;92; 57910; 3;13.05;20.50; 122.892566;1.236843e+02
"E.grandis";"1";"Salto"; 1;89; 101;  6; 3.7;92; 57910; 4;12.41;20.35; 110.646787;1.111113e+02
"E.grandis";"1";"Salto"; 1;89; 101;  6; 3.7;92; 58108; 1;14.32;21.20; 159.180011;1.597204e+02
"E.grandis";"1";"Salto"; 1;89; 101;  6; 3.7;92; 58108; 2;14.01;21.01; 133.713967;1.346851e+02
"E.grandis";"1";"Salto"; 1;89; 101;  6; 3.7;92; 58108; 3;14.64;20.79; 160.591717;1.609104e+02
"E.grandis";"1";"Salto"; 1;89; 101;  6; 3.7;92; 58108; 4;14.64;21.51; 168.638813;1.695459e+02
"E.grandis";"1";"Salto"; 1;89; 101;  6; 3.7;92; 58203; 1;18.46;23.52; 267.622080;2.681773e+02
"E.grandis";"1";"Salto"; 1;89; 101;  8; 3.6;92; 57501; 1; 5.41; 9.47;   9.751284;1.170743e+01
"E.grandis";"1";"Salto"; 1;89; 101;  8; 3.6;92; 57602; 2; 7.32;15.21;  32.899972;3.478524e+01
"E.grandis";"1";"Salto"; 1;89; 101;  8; 3.6;92; 57704; 2; 9.23;16.44;  55.813370;5.654124e+01
"E.grandis";"1";"Salto"; 1;89; 101;  8; 3.6;92; 57704; 3; 8.28;14.06;  34.484088;3.537105e+01
"E.grandis";"1";"Salto"; 1;89; 101;  8; 3.6;92; 57807; 3; 9.87;17.62;  65.910967;6.673409e+01
"E.grandis";"1";"Salto"; 1;89; 101;  8; 3.6;92; 57807; 4;10.19;17.38;  63.876130;6.488323e+01
"E.grandis";"1";"Salto"; 1;89; 101;  8; 3.6;92; 57807; 5; 9.55;18.46;  67.052551;6.841405e+01
"E.grandis";"1";"Salto"; 1;89; 101;  8; 3.6;92; 57910; 5;11.46;19.02;  89.680261;9.010075e+01
"E.grandis";"1";"Salto"; 1;89; 101;  8; 3.6;92; 57910; 6;12.10;18.79; 101.620787;1.026480e+02
"E.grandis";"1";"Salto"; 1;89; 101;  8; 3.6;92; 57910; 7;13.05;19.74; 124.046626;1.250738e+02
"E.grandis";"1";"Salto"; 1;89; 101;  8; 3.6;92; 57910; 8;13.05;19.70; 121.661930;1.223810e+02
"E.grandis";"1";"Salto"; 1;89; 101;  8; 3.6;92; 57910; 9;12.41;19.47; 105.328039;1.059277e+02
"E.grandis";"1";"Salto"; 1;89; 101;  8; 3.6;92; 58108; 5;14.64;20.50; 162.716290;1.636040e+02
"E.grandis";"1";"Salto"; 1;89; 101;  8; 3.6;92; 58108; 6;13.69;19.32; 134.959577;1.355000e+02
"E.grandis";"1";"Salto"; 1;89; 101;  8; 3.6;92; 58108; 7;14.64;19.81; 163.867165;1.648383e+02
"E.grandis";"1";"Salto"; 1;89; 101;  8; 3.6;92; 58108; 8;14.01;20.25; 144.493156;1.450335e+02
"E.grandis";"1";"Salto"; 1;89; 101;  8; 3.6;92; 58203; 2;18.14;23.04; 269.529451;2.702764e+02
"E.grandis";"1";"Salto"; 1;89; 101;  9; 3.6;92; 57704; 4; 8.91;17.38;  51.132546;5.289768e+01
"E.grandis";"1";"Salto"; 1;89; 101;  9; 3.6;92; 57807; 6;10.19;17.96;  71.762981;7.269795e+01
"E.grandis";"1";"Salto"; 1;89; 101;  9; 3.6;92; 57807; 7; 9.87;17.41;  66.810743;6.832882e+01
"E.grandis";"1";"Salto"; 1;89; 101;  9; 3.6;92; 57910;10;12.73;19.15; 111.213016;1.117094e+02
"E.grandis";"1";"Salto"; 1;89; 101;  9; 3.6;92; 58001; 1;11.46;18.35;  92.051747;9.273940e+01
"E.grandis";"1";"Salto"; 1;89; 101;  9; 3.6;92; 58203; 3;17.19;21.18; 214.719120;2.152155e+02
"E.grandis";"1";"Salto"; 1;89; 102;  1; 3.4;92; 58305; 1;11.78;17.44;  88.758235;8.988574e+01
"E.grandis";"1";"Salto"; 1;89; 102;  1; 3.4;92; 58305; 2; 7.96;16.63;  38.430588;3.966037e+01
"E.grandis";"1";"Salto"; 1;89; 102;  1; 3.4;92; 58305; 3;10.19;17.44;  68.432842;6.912050e+01
"E.grandis";"1";"Salto"; 1;89; 102;  1; 3.4;92; 58305; 4; 8.28;15.98;  39.236564;4.081395e+01
"E.grandis";"1";"Salto"; 1;89; 102;  1; 3.4;92; 58305; 5;15.60;20.24; 172.141088;1.728775e+02
"E.grandis";"1";"Salto"; 1;89; 102;  1; 3.6;92;115603; 1;14.96;21.27; 169.458348;1.701108e+02
"E.grandis";"1";"Salto"; 1;89; 102;  1; 3.6;92;115603; 2;14.64;21.71; 167.910902;1.682296e+02
"E.grandis";"1";"Salto"; 1;89; 102;  1; 3.6;92;115603; 3;14.32;21.99; 158.663015;1.590476e+02
"E.grandis";"1";"Salto"; 1;89; 102;  1; 3.6;92;115703; 1;12.73;19.20; 117.738206;1.183625e+02
"E.grandis";"1";"Salto"; 1;89; 102;  1; 3.6;92;115703; 2;11.78;17.47;  85.763347;8.675913e+01
"E.grandis";"1";"Salto"; 1;89; 102;  1; 3.6;92;115703; 3;11.46;18.73;  92.798284;9.382549e+01
"E.grandis";"1";"Salto"; 1;89; 102;  1; 3.6;92;115803; 1;11.14;15.70;  74.100738;7.437218e+01
"E.grandis";"1";"Salto"; 1;89; 102;  1; 3.6;92;115803; 2; 9.55;16.95;  56.197940;5.789546e+01
"E.grandis";"1";"Salto"; 1;89; 102;  1; 3.6;92;115803; 3;10.19;17.41;  64.230490;6.564451e+01
"E.grandis";"1";"Salto"; 1;90; 105; 21; 2.9;92;113501; 1; 7.32;12.82;  27.551599;2.840262e+01
"E.grandis";"1";"Salto"; 1;90; 105; 21; 2.9;92;113603; 1; 9.23;15.07;  48.570420;4.903489e+01
"E.grandis";"1";"Salto"; 1;90; 105; 21; 2.9;92;113709; 1;10.82;16.58;  66.616750;6.754065e+01
"E.grandis";"1";"Salto"; 1;90; 105; 21; 2.9;92;113709; 2;11.14;15.47;  72.852375;7.364408e+01
"E.grandis";"1";"Salto"; 1;90; 105; 21; 2.9;92;113709; 3;10.82;15.40;  67.599923;6.847557e+01
"E.grandis";"1";"Salto"; 1;90; 105; 21; 2.9;92;113709; 4; 9.55;15.87;  54.638222;5.495691e+01
"E.grandis";"1";"Salto"; 1;90; 105; 21; 2.9;92;113709; 5; 9.55;15.08;  51.045100;5.226786e+01
"E.grandis";"1";"Salto"; 1;90; 105; 21; 2.9;92;113810; 1;12.73;17.27;  98.806121;9.922661e+01
"E.grandis";"1";"Salto"; 1;90; 105; 21; 2.9;92;113810; 2;13.05;19.13; 115.223082;1.161940e+02
"E.grandis";"1";"Salto"; 1;90; 105; 21; 2.9;92;113810; 3;13.05;17.41; 101.486508;1.019444e+02
"E.grandis";"1";"Salto"; 1;90; 105; 21; 2.9;92;113810; 4;12.41;17.76; 102.648571;1.034717e+02
"E.grandis";"1";"Salto"; 1;90; 105; 21; 2.9;92;113810; 5;11.78;16.98;  85.688259;8.600695e+01
"E.grandis";"1";"Salto"; 1;90; 105; 21; 2.9;92;114006; 1;13.69;18.67; 126.491826;1.273795e+02
"E.grandis";"1";"Salto"; 1;90; 105; 21; 2.9;92;114006; 2;14.01;18.40; 122.114154;1.225002e+02
"E.grandis";"1";"Salto"; 1;90; 105; 21; 2.9;92;114006; 3;14.32;17.96; 133.586622;1.339053e+02
"E.grandis";"1";"Salto"; 1;90; 105; 21; 2.9;92;114006; 4;13.69;18.14; 121.008694;1.212201e+02
"E.grandis";"1";"Salto"; 1;90; 105; 25; 2.9;92;113603; 2; 7.96;12.82;  29.379024;3.073650e+01
"E.grandis";"1";"Salto"; 1;90; 105; 25; 2.9;92;113603; 3; 8.91;11.73;  32.241462;3.317643e+01
"E.grandis";"1";"Salto"; 1;90; 105; 25; 2.9;92;113709; 6;10.82;14.17;  60.675209;6.105976e+01
"E.grandis";"1";"Salto"; 1;90; 105; 25; 2.9;92;113709; 7;10.82;14.53;  65.429911;6.560861e+01
"E.grandis";"1";"Salto"; 1;90; 105; 25; 2.9;92;113709; 8;11.14;14.83;  62.766339;6.348541e+01
"E.grandis";"1";"Salto"; 1;90; 105; 25; 2.9;92;113709; 9;11.14;15.10;  65.205291;6.617620e+01
"E.grandis";"1";"Salto"; 1;90; 105; 25; 2.9;92;113810; 6;11.78;14.77;  71.203546;7.172079e+01
"E.grandis";"1";"Salto"; 1;90; 105; 25; 2.9;92;113810; 7;12.73;15.80;  87.643924;8.844694e+01
"E.grandis";"1";"Salto"; 1;90; 105; 25; 2.9;92;113810; 8;11.46;15.15;  75.780402;7.609909e+01
"E.grandis";"1";"Salto"; 1;90; 105; 25; 2.9;92;113810; 9;12.41;15.38;  82.436228;8.290622e+01
"E.grandis";"1";"Salto"; 1;90; 105; 25; 2.9;92;113810;10;11.78;14.83;  73.028721;7.374780e+01
"E.grandis";"1";"Salto"; 1;90; 105; 25; 2.9;92;114006; 5;13.69;15.31; 100.322666;1.007806e+02
"E.grandis";"1";"Salto"; 1;90; 105; 25; 2.9;92;114006; 6;13.37;15.74;  96.881416;9.749317e+01
"E.grandis";"1";"Salto"; 1;90; 105; 29; 2.8;92;113905; 1;13.05;17.87; 107.228346;1.081633e+02
"E.grandis";"1";"Salto"; 1;90; 105; 29; 2.8;92;113905; 2;12.41;19.54; 105.377794;1.060775e+02
"E.grandis";"1";"Salto"; 1;90; 105; 29; 2.8;92;113905; 3;11.78;19.40; 103.098647;1.036345e+02
"E.grandis";"1";"Salto"; 1;90; 105; 29; 2.8;92;113905; 4;13.05;18.11; 105.761528;1.061461e+02
"E.grandis";"1";"Salto"; 1;90; 105; 29; 2.8;92;113905; 5;12.73;17.71; 102.367281;1.026581e+02
"E.grandis";"1";"Salto"; 1;90; 106; 31; 2.7;92; 32403; 1; 8.59;12.88;  36.258554;3.708168e+01
"E.grandis";"1";"Salto"; 1;90; 106; 31; 2.7;92; 32403; 2; 7.96;13.20;  28.215606;2.910257e+01
"E.grandis";"1";"Salto"; 1;90; 106; 31; 2.7;92; 32403; 3; 7.96;13.17;  27.685525;2.926291e+01
"E.grandis";"1";"Salto"; 1;90; 106; 31; 2.7;92; 32503; 1;10.19;14.14;  50.363861;5.133502e+01
"E.grandis";"1";"Salto"; 1;90; 106; 31; 2.7;92; 32503; 2;10.50;13.64;  56.623202;5.724702e+01
"E.grandis";"1";"Salto"; 1;90; 106; 31; 2.7;92; 32503; 3;11.46;14.76;  67.404908;6.815213e+01
"E.grandis";"1";"Salto"; 1;90; 106; 31; 2.7;92; 32603; 1;12.10;16.14;  80.204291;8.105531e+01
"E.grandis";"1";"Salto"; 1;90; 106; 31; 2.7;92; 32603; 2;13.05;15.59;  94.656626;9.529980e+01
"E.grandis";"1";"Salto"; 1;90; 106; 31; 2.7;92; 32603; 3;12.41;17.14;  88.732129;8.973923e+01
"E.grandis";"1";"Salto"; 1;90; 107; 18; 3.0;93;319703; 1;13.69;19.48; 132.327676;1.328515e+02
"E.grandis";"1";"Salto"; 1;90; 107; 18; 3.0;93;319703; 2;14.32;21.35; 135.295374;1.361379e+02
"E.grandis";"1";"Salto"; 1;90; 107; 18; 3.0;93;319703; 3;14.64;20.50; 145.773685;1.462316e+02
"E.grandis";"1";"Salto"; 1;90; 107; 18; 3.0;93;319803; 1;12.10;17.19;  88.507446;8.873817e+01
"E.grandis";"1";"Salto"; 1;90; 107; 18; 3.0;93;319803; 2;12.73;19.13; 110.359222;1.105899e+02
"E.grandis";"1";"Salto"; 1;90; 107; 18; 3.0;93;319803; 3;12.41;19.17;  99.227341;1.002824e+02
"E.grandis";"1";"Salto"; 1;90; 107; 18; 3.0;93;319903; 1; 9.87;15.93;  52.128306;5.367780e+01
"E.grandis";"1";"Salto"; 1;90; 107; 18; 3.0;93;319903; 2;11.14;19.09;  74.705514;7.625501e+01
"E.grandis";"1";"Salto"; 1;90; 107; 18; 3.0;93;319903; 3; 9.55;17.41;  57.858728;5.877711e+01
"E.grandis";"1";"Salto"; 1;91; 108; 19; 2.9;93;320303; 1;14.96;20.03; 142.604890;1.432481e+02
"E.grandis";"1";"Salto"; 1;91; 108; 19; 2.9;93;320303; 2;14.32;18.38; 120.582266;1.209082e+02
"E.grandis";"1";"Salto"; 1;91; 108; 19; 2.9;93;320303; 3;13.69;19.20; 123.363514;1.241866e+02
"E.grandis";"1";"Salto"; 1;91; 108; 19; 2.9;93;320403; 1;12.10;18.42;  91.752165;9.221010e+01
"E.grandis";"1";"Salto"; 1;91; 108; 19; 2.9;93;320403; 2;11.46;17.72;  80.600988;8.130071e+01
"E.grandis";"1";"Salto"; 1;91; 108; 19; 2.9;93;320403; 3;13.05;19.35; 111.587565;1.126618e+02
"E.grandis";"1";"Salto"; 1;91; 108; 19; 2.9;93;320503; 1;11.14;17.57;  75.774198;7.647392e+01
"E.grandis";"1";"Salto"; 1;91; 108; 19; 2.9;93;320503; 2;10.50;16.13;  60.465024;6.137209e+01
"E.grandis";"1";"Salto"; 1;91; 108; 19; 2.9;93;320503; 3; 9.87;17.55;  61.486497;6.268084e+01
"E.grandis";"1";"Salto"; 1;91; 109; 43; 2.6;93;320003; 1;14.01;18.57; 118.249909;1.193724e+02
"E.grandis";"1";"Salto"; 1;91; 109; 43; 2.6;93;320003; 2;13.69;18.35; 107.280119;1.082824e+02
"E.grandis";"1";"Salto"; 1;91; 109; 43; 2.6;93;320003; 3;13.37;18.39; 107.465155;1.078512e+02
"E.grandis";"1";"Salto"; 1;91; 109; 43; 2.6;93;320103; 1;12.73;17.42;  94.399778;9.492357e+01
"E.grandis";"1";"Salto"; 1;91; 109; 43; 2.6;93;320103; 2;11.78;16.50;  78.119098;7.864289e+01
"E.grandis";"1";"Salto"; 1;91; 109; 43; 2.6;93;320103; 3;12.10;18.67;  92.637812;9.396387e+01
"E.grandis";"1";"Salto"; 1;91; 109; 43; 2.6;93;320203; 1;10.50;16.60;  61.071320;6.240944e+01
"E.grandis";"1";"Salto"; 1;91; 109; 43; 2.6;93;320203; 2;10.82;16.38;  64.125840;6.516436e+01
"E.grandis";"1";"Salto"; 1;91; 109; 43; 2.6;93;320203; 3; 9.87;15.40;  56.223002;5.722533e+01
"E.grandis";"1";"Salto"; 2;91; 201;  1; 2.7;94;322801; 1; 5.09; 9.72;   7.348523;9.871442e+00
"E.grandis";"1";"Salto"; 2;91; 201;  1; 2.7;94;323006; 1; 8.28;14.90;  34.859823;3.617355e+01
"E.grandis";"1";"Salto"; 2;91; 201;  1; 2.7;94;323006; 2; 8.28;15.73;  39.012631;4.015445e+01
"E.grandis";"1";"Salto"; 2;91; 201;  1; 2.7;94;323110; 1; 9.87;16.06;  51.940313;5.348981e+01
"E.grandis";"1";"Salto"; 2;91; 201;  1; 2.7;94;323110; 2;10.50;16.42;  59.785977;6.099238e+01
"E.grandis";"1";"Salto"; 2;91; 201;  1; 2.7;94;323110; 3;10.82;16.46;  63.688907;6.482343e+01
"E.grandis";"1";"Salto"; 2;91; 201;  1; 2.7;94;323110; 4;11.14;17.00;  72.780496;7.360362e+01
"E.grandis";"1";"Salto"; 2;91; 201;  1; 2.7;94;323310; 1;11.14;17.64;  74.308315;7.551472e+01
"E.grandis";"1";"Salto"; 2;91; 201;  1; 2.7;94;323310; 2;11.46;17.84;  81.472591;8.219167e+01
"E.grandis";"1";"Salto"; 2;91; 201;  1; 2.7;94;323310; 3;12.10;18.79;  92.637812;9.397593e+01
"E.grandis";"1";"Salto"; 2;91; 201;  1; 2.7;94;323310; 4;13.05;18.50; 101.323974;1.026621e+02
"E.grandis";"1";"Salto"; 2;91; 201;  1; 2.7;94;323503; 1;13.37;19.05; 109.216345;1.100395e+02
"E.grandis";"1";"Salto"; 2;91; 201;  2; 2.7;94;323110; 5;10.50;17.43;  64.168279;6.501076e+01
"E.grandis";"1";"Salto"; 2;91; 201;  2; 2.7;94;323110; 6;11.14;18.96;  85.698053;8.625326e+01
"E.grandis";"1";"Salto"; 2;91; 201;  2; 2.7;94;323110; 7;10.82;15.62;  64.355019;6.468100e+01
"E.grandis";"1";"Salto"; 2;91; 201;  2; 2.7;94;323110; 8; 9.87;14.76;  46.641129;4.790737e+01
"E.grandis";"1";"Salto"; 2;91; 201;  2; 2.7;94;323310; 5;12.10;19.78;  95.877135;9.696340e+01
"E.grandis";"1";"Salto"; 2;91; 201;  2; 2.7;94;323310; 6;12.41;17.91;  92.190551;9.289027e+01
"E.grandis";"1";"Salto"; 2;91; 201;  2; 2.7;94;323310; 7;12.73;19.39; 106.343744;1.072063e+02
"E.grandis";"1";"Salto"; 2;91; 201;  2; 2.7;94;323310; 8;13.05;19.80; 107.675296;1.081646e+02
"E.grandis";"1";"Salto"; 2;91; 201;  3; 2.7;94;322902; 1; 6.37;13.12;  19.433664;2.087911e+01
"E.grandis";"1";"Salto"; 2;91; 201;  3; 2.7;94;323006; 3; 8.28;15.20;  34.468003;3.582950e+01
"E.grandis";"1";"Salto"; 2;91; 201;  3; 2.7;94;323503; 2;13.37;19.16; 116.159297;1.168784e+02
"E.grandis";"1";"Salto"; 2;91; 201;  5; 2.9;94;322902; 2; 7.00;13.12;  22.597755;2.417514e+01
"E.grandis";"1";"Salto"; 2;91; 201;  5; 2.9;94;323006; 5; 8.91;15.25;  39.381160;4.060692e+01
"E.grandis";"1";"Salto"; 2;91; 201;  5; 2.9;94;323006; 6; 7.96;14.80;  32.743897;3.380981e+01
"E.grandis";"1";"Salto"; 2;91; 201;  5; 2.9;94;323110; 9;10.82;17.12;  70.755244;7.142632e+01
"E.grandis";"1";"Salto"; 2;91; 201;  5; 2.9;94;323110;10; 9.55;17.65;  56.283926;5.728625e+01
"E.grandis";"1";"Salto"; 2;91; 201;  5; 2.9;94;323202; 1;10.82;19.21;  83.930130;8.537557e+01
"E.grandis";"1";"Salto"; 2;91; 201;  5; 2.9;94;323202; 2; 9.87;17.18;  55.546932;5.686066e+01
"E.grandis";"1";"Salto"; 2;91; 201;  5; 2.9;94;323310; 9;12.41;19.31; 105.984255;1.073103e+02
"E.grandis";"1";"Salto"; 2;91; 201;  5; 2.9;94;323310;10;11.78;19.83;  92.549890;9.399533e+01
"E.grandis";"1";"Salto"; 2;91; 201;  5; 2.9;94;323402; 1;11.46;17.52;  66.762217;6.841903e+01
"E.grandis";"1";"Salto"; 2;91; 201;  5; 2.9;94;323402; 2;11.46;17.62;  80.600760;8.174258e+01
"E.grandis";"1";"Salto"; 2;91; 201;  5; 2.9;94;323503; 3;13.37;19.50; 118.083938;1.186198e+02
"E.grandis";"1";"Salto"; 2;92; 202;  8; 2.6;94;323603; 1;12.10;18.25;  94.162945;9.451758e+01
"E.grandis";"1";"Salto"; 2;92; 202;  8; 2.6;94;323603; 2;12.41;17.55;  90.550098;9.108595e+01
"E.grandis";"1";"Salto"; 2;92; 202;  8; 2.6;94;323603; 3;12.73;18.60;  96.467700;9.782518e+01
"E.grandis";"1";"Salto"; 2;92; 202;  8; 2.6;94;323703; 1;10.19;15.84;  53.967088;5.528081e+01
"E.grandis";"1";"Salto"; 2;92; 202;  8; 2.6;94;323703; 2;10.82;17.40;  68.352377;6.919486e+01
"E.grandis";"1";"Salto"; 2;92; 202;  8; 2.6;94;323703; 3;10.50;17.98;  67.518505;6.816168e+01
"E.grandis";"1";"Salto"; 2;92; 202;  8; 2.6;94;323803; 1; 8.91;16.50;  45.707436;4.682990e+01
"E.grandis";"1";"Salto"; 2;92; 202;  8; 2.6;94;323803; 2; 8.59;16.35;  41.092994;4.268195e+01
"E.grandis";"1";"Salto"; 2;92; 202;  8; 2.6;94;323803; 3; 8.91;16.57;  48.784061;4.990652e+01
"E.grandis";"1";"Salto"; 2;92; 202;  8; 2.8;94;349402; 1; 6.05;11.67;  15.990911;1.718927e+01
"E.grandis";"1";"Salto"; 2;92; 202;  8; 2.8;94;349402; 2; 5.73;11.99;  12.868348;1.460106e+01
"E.grandis";"1";"Salto"; 2;92; 202;  8; 2.8;94;349504; 1; 9.23;15.40;  47.366059;4.828444e+01
"E.grandis";"1";"Salto"; 2;92; 202;  8; 2.8;94;349504; 2; 9.23;15.42;  45.031617;4.584595e+01
"E.grandis";"1";"Salto"; 2;92; 202;  8; 2.8;94;349504; 3; 7.64;11.08;  24.606442;2.540946e+01
"E.grandis";"1";"Salto"; 2;92; 202;  8; 2.8;94;349504; 4; 8.91;15.77;  40.987173;4.219760e+01
"E.grandis";"1";"Salto"; 2;92; 202;  8; 2.8;94;349610; 1;10.82;17.25;  67.612324;6.908566e+01
"E.grandis";"1";"Salto"; 2;92; 202;  8; 2.8;94;349610; 2;10.50;17.52;  62.257617;6.317600e+01
"E.grandis";"1";"Salto"; 2;92; 202;  8; 2.8;94;349610; 3;10.82;17.08;  65.972307;6.661548e+01
"E.grandis";"1";"Salto"; 2;92; 202;  8; 2.8;94;349610; 4; 9.87;16.19;  47.938081;4.916786e+01
"E.grandis";"1";"Salto"; 2;92; 202;  8; 2.8;94;349610; 5; 9.87;13.71;  45.861551;4.679200e+01
"E.grandis";"1";"Salto"; 2;92; 202;  8; 2.8;94;349610; 6; 9.55;15.10;  43.749313;4.495097e+01
"E.grandis";"1";"Salto"; 2;92; 202;  8; 2.8;94;349610; 7; 9.87;17.40;  57.330854;5.913947e+01
"E.grandis";"1";"Salto"; 2;92; 202;  8; 2.8;94;349610; 8;10.19;16.80;  56.350637;5.770812e+01
"E.grandis";"1";"Salto"; 2;92; 202;  8; 2.8;94;349610; 9;10.50;18.11;  68.871459;7.009722e+01
"E.grandis";"1";"Salto"; 2;92; 202;  8; 2.8;94;349610;10; 9.55;16.50;  52.518939;5.425970e+01
"E.grandis";"1";"Salto"; 2;92; 202;  8; 2.8;94;349701; 1;11.14;18.53;  81.227806;8.231407e+01
"E.grandis";"1";"Salto"; 2;92; 202;  8; 2.8;94;349808; 1;12.10;17.68;  82.691517;8.316151e+01
"E.grandis";"1";"Salto"; 2;92; 202;  8; 2.8;94;349808; 2;11.78;11.66;  77.795302;7.884588e+01
"E.grandis";"1";"Salto"; 2;92; 202;  8; 2.8;94;349808; 3;12.10;16.78;  78.460330;7.981781e+01
"E.grandis";"1";"Salto"; 2;92; 202;  8; 2.8;94;349808; 4;11.78;17.43;  80.573090;8.161161e+01
"E.grandis";"1";"Salto"; 2;92; 202;  8; 2.8;94;349808; 5;11.46;17.04;  72.620109;7.333918e+01
"E.grandis";"1";"Salto"; 2;92; 202;  8; 2.8;94;349808; 6;11.46;17.77;  75.743465;7.710094e+01
"E.grandis";"1";"Salto"; 2;92; 202;  8; 2.8;94;349808; 7;12.10;17.72;  89.781688;9.042486e+01
"E.grandis";"1";"Salto"; 2;92; 202;  8; 2.8;94;349808; 8;12.41;17.89;  92.783201;9.345427e+01
"E.grandis";"1";"Salto"; 2;92; 202;  8; 2.8;94;349901; 1;13.37;18.47; 113.128135;1.135861e+02
"E.grandis";"1";"Salto"; 2;92; 203; 20; 2.4;94;340203; 1; 9.23;15.15;  43.315510;4.454127e+01
"E.grandis";"1";"Salto"; 2;92; 203; 20; 2.4;94;340203; 2; 7.96;14.48;  29.969172;3.141032e+01
"E.grandis";"1";"Salto"; 2;92; 203; 20; 2.4;94;340203; 3; 9.23;16.00;  46.970969;4.820075e+01
"E.grandis";"1";"Salto"; 2;92; 203; 20; 2.4;94;340303; 1; 9.55;15.52;  48.465868;4.939631e+01
"E.grandis";"1";"Salto"; 2;92; 203; 20; 2.4;94;340303; 2;10.19;16.04;  54.803003;5.624845e+01
"E.grandis";"1";"Salto"; 2;92; 203; 20; 2.4;94;340303; 3;10.50;16.38;  62.023847;6.323025e+01
"E.grandis";"1";"Salto"; 2;92; 203; 20; 2.4;94;340403; 1;12.41;16.39;  77.904249;7.902671e+01
"E.grandis";"1";"Salto"; 2;92; 203; 20; 2.4;94;340403; 2;11.78;17.05;  77.027081;7.769815e+01
"E.grandis";"1";"Salto"; 2;92; 203; 20; 2.4;94;340403; 3;13.05;17.86;  91.904528;9.303905e+01
"E.grandis";"1";"Salto"; 2;92; 204; 10; 2.1;94;340503; 1; 7.00;12.37;  22.349216;2.399396e+01
"E.grandis";"1";"Salto"; 2;92; 204; 10; 2.1;94;340503; 2; 7.32;12.96;  23.382167;2.480825e+01
"E.grandis";"1";"Salto"; 2;92; 204; 10; 2.1;94;340503; 3; 6.05;12.05;  15.032819;1.705280e+01
"E.grandis";"1";"Salto"; 2;92; 204; 10; 2.1;94;340603; 1; 8.59;13.26;  34.552991;3.532811e+01
"E.grandis";"1";"Salto"; 2;92; 204; 10; 2.1;94;340603; 2; 9.23;14.14;  38.066144;3.908783e+01
"E.grandis";"1";"Salto"; 2;92; 204; 10; 2.1;94;340603; 3; 8.28;12.82;  28.268816;2.933875e+01
"E.grandis";"1";"Salto"; 2;92; 204; 10; 2.1;94;340703; 1;10.19;13.89;  45.959474;4.716588e+01
"E.grandis";"1";"Salto"; 2;92; 204; 10; 2.1;94;340703; 2;11.14;14.82;  59.710759;6.012823e+01
"E.grandis";"1";"Salto"; 2;92; 204; 10; 2.1;94;340703; 3; 9.87;14.38;  47.872201;4.869860e+01
"E.grandis";"1";"Salto"; 2;92; 204; 10; 2.2;94;354004; 1;12.10;15.02;  72.837747;7.368877e+01
"E.grandis";"1";"Salto"; 2;92; 204; 10; 2.2;94;354004; 2;11.46;14.39;  61.072337;6.188667e+01
"E.grandis";"1";"Salto"; 2;92; 204; 10; 2.2;94;354004; 3;11.78;15.52;  71.323511;7.261788e+01
"E.grandis";"1";"Salto"; 2;92; 204; 10; 2.2;94;354004; 4;12.41;16.69;  83.478263;8.403622e+01
"E.grandis";"1";"Salto"; 2;92; 204; 10; 2.2;94;354102; 1; 4.46;10.09;   5.429069;8.059308e+00
"E.grandis";"1";"Salto"; 2;92; 204; 10; 2.2;94;354102; 2; 5.41; 9.44;   9.275270;1.093208e+01
"E.grandis";"1";"Salto"; 2;92; 204; 10; 2.2;94;354202; 1; 7.32;12.33;  24.207310;2.531771e+01
"E.grandis";"1";"Salto"; 2;92; 204; 10; 2.2;94;354202; 2; 6.37;11.97;  15.248961;1.700103e+01
"E.grandis";"1";"Salto"; 2;92; 204; 10; 2.2;94;354309; 1; 8.91;13.45;  37.450828;3.798668e+01
"E.grandis";"1";"Salto"; 2;92; 204; 10; 2.2;94;354309; 2; 7.64;13.46;  26.572109;2.822892e+01
"E.grandis";"1";"Salto"; 2;92; 204; 10; 2.2;94;354309; 3; 7.96;12.50;  27.536951;2.857145e+01
"E.grandis";"1";"Salto"; 2;92; 204; 10; 2.2;94;354309; 4; 9.23;13.90;  35.508538;3.673832e+01
"E.grandis";"1";"Salto"; 2;92; 204; 10; 2.2;94;354309; 5; 8.91;13.71;  35.444450;3.680193e+01
"E.grandis";"1";"Salto"; 2;92; 204; 10; 2.2;94;354309; 6; 7.96;10.88;  25.602453;2.615766e+01
